region,year,beet_harvesters_count,corn_harvesters_count,flax_harvesters_count,forage_harvesters_count,grain_harvesters_count,potato_harvesters_count,tractors_count,tech_municipality_count,tech_records_count,agricultural_machinery_total_count
Ульяновская область,2013,18.0,,,96.0,792.0,,2378.0,19,49,3284.0
Ульяновская область,2014,19.0,,,87.0,646.0,,2141.0,18,47,2893.0
Ульяновская область,2015,15.0,,,84.0,550.0,,1825.0,17,45,2474.0
Ульяновская область,2016,11.0,,,75.0,521.0,,1773.0,17,42,2380.0
Ульяновская область,2017,11.0,,,68.0,541.0,,1731.0,18,42,2351.0
Ульяновская область,2018,9.0,,,62.0,504.0,,1635.0,17,39,2210.0
Ульяновская область,2019,8.0,,,31.0,467.0,,1547.0,17,36,2053.0
Ульяновская область,2020,8.0,,,43.0,531.0,,1595.0,16,36,2177.0
Ульяновская область,2021,8.0,,,48.0,592.0,,1669.0,18,41,2317.0
Ульяновская область,2022,8.0,,,32.0,572.0,,1566.0,15,35,2178.0
Ульяновская область,2023,8.0,,,33.0,573.0,,1607.0,16,35,2221.0
Ульяновская область,2024,7.0,,,32.0,582.0,,1591.0,16,36,2212.0
Хабаровский край,2008,,6.0,,77.0,136.0,27.0,708.0,10,30,954.0
Хабаровский край,2009,,10.0,,141.0,261.0,58.0,1316.0,10,30,1786.0
Хабаровский край,2010,,6.0,,73.0,129.0,25.0,624.0,10,28,857.0
Хабаровский край,2011,,2.0,,53.0,112.0,24.0,540.0,10,27,731.0
Хабаровский край,2012,,2.0,,45.0,91.0,23.0,489.0,9,26,650.0
Хабаровский край,2013,,,,36.0,63.0,10.0,430.0,5,10,539.0
Хабаровский край,2014,,,,35.0,64.0,10.0,322.0,2,7,431.0
Хабаровский край,2015,,,,34.0,73.0,11.0,315.0,2,7,433.0
Хабаровский край,2016,,,,29.0,67.0,7.0,298.0,3,8,401.0
Хабаровский край,2017,,,,29.0,67.0,4.0,303.0,3,8,403.0
Хабаровский край,2018,,,,29.0,87.0,4.0,340.0,3,8,460.0
Хабаровский край,2019,,6.0,,27.0,84.0,3.0,20000328.0,4,10,20000448.0
Хабаровский край,2020,,12.0,,10000022.0,20000088.0,10000005.0,70000304.0,9,21,110000431.0
Хабаровский край,2021,,3.0,,10000019.0,20000081.0,10000005.0,70000250.0,9,21,110000358.0
Хабаровский край,2022,1999999998.0,1999999998.0,,1000000006.0,2000000075.0,1999999998.0,5000000235.0,8,20,14000000310.0
Хабаровский край,2023,999999999.0,1999999998.0,,1999999998.0,2000000056.0,1999999998.0,5000000202.0,8,19,14000000251.0
Хабаровский край,2024,999999999.0,1999999998.0,,1999999998.0,2000000053.0,999999999.0,7000000096.0,8,18,15000000143.0
Ханты-Мансийский автономный округ — Югра,2008,,,,2.0,,5.0,81.0,5,9,88.0
Ханты-Мансийский автономный округ — Югра,2009,,,,2.0,,2.0,78.0,5,8,82.0
Ханты-Мансийский автономный округ — Югра,2010,,,,1.0,,,76.0,5,6,77.0
Ханты-Мансийский автономный округ — Югра,2011,,,,1.0,,,77.0,5,6,78.0
Ханты-Мансийский автономный округ — Югра,2012,,,,,,,45.0,3,3,45.0
Ханты-Мансийский автономный округ — Югра,2014,,,,,,,11.0,1,1,11.0
Ханты-Мансийский автономный округ — Югра,2017,,,,,,,8.0,1,1,8.0
Челябинская область,2008,,14.0,,535.0,1947.0,36.0,6570.0,23,83,9102.0
Челябинская область,2009,,6.0,,473.0,1763.0,52.0,6005.0,31,102,8299.0
Челябинская область,2010,,4.0,,435.0,1676.0,50.0,5685.0,31,99,7850.0
Челябинская область,2011,,4.0,,421.0,1658.0,47.0,5364.0,28,91,7494.0
Челябинская область,2012,,3.0,,370.0,1514.0,48.0,4708.0,23,78,6643.0
Челябинская область,2013,,4.0,,334.0,1386.0,41.0,4418.0,21,73,6183.0
Челябинская область,2014,,4.0,,309.0,1285.0,35.0,4023.0,21,73,5656.0
Челябинская область,2015,,6.0,,304.0,1071.0,36.0,3697.0,28,90,5114.0
Челябинская область,2016,,5.0,,262.0,910.0,30.0,3250.0,22,75,4457.0
Челябинская область,2017,,,,189.0,844.0,8.0,2917.0,20,48,3958.0
Челябинская область,2018,,,,184.0,810.0,9.0,2890.0,20,48,3893.0
Челябинская область,2019,,,,160.0,757.0,15.0,2591.0,19,46,3523.0
Челябинская область,2020,,3.0,,176.0,758.0,24.0,2514.0,21,68,3475.0
Челябинская область,2021,,2.0,,159.0,662.0,26.0,2255.0,18,59,3104.0
Челябинская область,2022,,,,126.0,641.0,14.0,1333.0,15,35,2114.0
Челябинская область,2023,,,,117.0,585.0,7.0,2199.0,17,40,2908.0
Челябинская область,2024,,,,142.0,653.0,16.0,2181.0,17,49,2992.0
Чеченская Республика,2012,7.0,3.0,,16.0,239.0,,1056.0,16,44,1321.0
Чеченская Республика,2013,7.0,3.0,,13.0,264.0,,1021.0,16,44,1308.0
Чеченская Республика,2014,7.0,1.0,,11.0,235.0,,862.0,15,40,1116.0
Чеченская Республика,2015,7.0,1.0,,6.0,188.0,,697.0,15,37,899.0
Чеченская Республика,2016,6.0,1.0,,6.0,175.0,2.0,596.0,15,35,786.0
Чеченская Республика,2017,,,,,156.0,,529.0,11,20,685.0
Чеченская Республика,2018,,,,,92.0,,425.0,11,19,517.0
Чеченская Республика,2019,,,,,57.0,,230.0,9,14,287.0
Чеченская Республика,2020,6.0,,,,43.0,,192.0,12,19,241.0
Чеченская Республика,2021,5.0,,,2.0,76.0,,192.0,13,19,275.0
Чеченская Республика,2022,,,,,157.0,,168.0,6,7,325.0
Чеченская Республика,2023,,,,,154.0,,167.0,6,7,321.0
Чеченская Республика,2024,,,,,154.0,,191.0,6,7,345.0
Чувашская Республика,2008,21.0,,,351.0,981.0,108.0,3499.0,21,88,4960.0
Чувашская Республика,2009,17.0,,,311.0,783.0,98.0,2972.0,23,84,4181.0
Чувашская Республика,2010,16.0,,,298.0,695.0,93.0,2731.0,23,83,3833.0
Чувашская Республика,2011,16.0,,,300.0,707.0,104.0,2639.0,23,86,3766.0
Чувашская Республика,2012,9.0,,,293.0,631.0,97.0,2353.0,23,83,3383.0
Чувашская Республика,2013,8.0,1.0,,257.0,531.0,78.0,2013.0,23,82,2888.0
Чувашская Республика,2014,,,,232.0,439.0,69.0,1632.0,17,54,2372.0
Чувашская Республика,2015,5.0,1.0,,211.0,411.0,66.0,1694.0,23,79,2388.0
Чувашская Республика,2016,,,,185.0,379.0,43.0,1580.0,19,54,2187.0
Чувашская Республика,2017,,,,162.0,344.0,31.0,1476.0,19,53,2013.0
Чувашская Республика,2018,,,,154.0,310.0,42.0,1473.0,20,54,1979.0
Чувашская Республика,2019,,,,150.0,286.0,44.0,1363.0,18,51,1843.0
Чувашская Республика,2020,,,,149.0,286.0,45.0,1107.0,15,45,1587.0
Чувашская Республика,2021,,,,128.0,295.0,32.0,810.0,14,38,1265.0
Чувашская Республика,2022,,,,131.0,294.0,24.0,810.0,15,38,1259.0
Чувашская Республика,2023,,,,130.0,305.0,31.0,1020.0,15,38,1486.0
Чувашская Республика,2024,,,,129.0,277.0,30.0,1070.0,14,38,1506.0
Чукотский автономный округ,2009,,,,,,,61.0,6,6,61.0
Чукотский автономный округ,2011,,,,,,,56.0,4,4,56.0
Чукотский автономный округ,2013,,,,,,,68.0,7,7,68.0
Чукотский автономный округ,2014,,,,,,,72.0,5,5,72.0
Чукотский автономный округ,2015,,,,,,,71.0,5,5,71.0
Чукотский автономный округ,2016,,,,,,,57.0,3,3,57.0
Чукотский автономный округ,2017,,,,,,,52.0,3,3,52.0
Чукотский автономный округ,2018,,,,,,,51.0,3,3,51.0
Чукотский автономный округ,2019,,,,,,,30000048.0,6,6,30000048.0
Чукотский автономный округ,2020,,,,,,,30000048.0,6,6,30000048.0
Чукотский автономный округ,2021,,,,,,,30000050.0,6,6,30000050.0
Чукотский автономный округ,2022,,,,,,,30000050.0,6,6,30000050.0
Чукотский автономный округ,2023,,,,,,,30000049.0,6,6,30000049.0
Чукотский автономный округ,2024,,,,,,,20000050.0,5,5,20000050.0
Ямало-Ненецкий автономный округ,2008,,,,,,,34.0,5,5,34.0
Ямало-Ненецкий автономный округ,2009,,,,,,,29.0,4,4,29.0
Ямало-Ненецкий автономный округ,2010,,,,,,,36.0,6,6,36.0
Ямало-Ненецкий автономный округ,2011,,,,,,,33.0,6,6,33.0
Ямало-Ненецкий автономный округ,2012,,,,,,,19.0,4,4,19.0
Ямало-Ненецкий автономный округ,2017,,,,,,,10.0,1,1,10.0
Ямало-Ненецкий автономный округ,2018,,,,,,,14.0,2,2,14.0
Ямало-Ненецкий автономный округ,2019,,,,,,,9.0,2,2,9.0
Ямало-Ненецкий автономный округ,2020,,,,,,1.0,8.0,3,4,9.0
Ямало-Ненецкий автономный округ,2021,,,,,,1.0,2.0,1,2,3.0
Ярославская область,2008,2.0,,40.0,357.0,501.0,125.0,3714.0,17,70,4739.0
Ярославская область,2009,2.0,,34.0,348.0,497.0,107.0,3675.0,17,77,4663.0
Ярославская область,2010,2.0,3.0,33.0,329.0,433.0,100.0,3419.0,17,75,4319.0
Ярославская область,2011,3.0,,25.0,300.0,390.0,92.0,3240.0,17,73,4050.0
Ярославская область,2012,3.0,,19.0,264.0,338.0,85.0,2826.0,17,72,3535.0
Ярославская область,2013,4.0,,20.0,238.0,298.0,76.0,2622.0,17,73,3258.0
Ярославская область,2014,2.0,1.0,2.0,178.0,210.0,53.0,2191.0,14,45,2637.0
Ярославская область,2015,2.0,1.0,2.0,186.0,206.0,56.0,2106.0,15,46,2559.0
Ярославская область,2016,3.0,,16.0,196.0,209.0,67.0,2060.0,17,69,2551.0
Ярославская область,2017,,,,161.0,181.0,53.0,1918.0,15,42,2313.0
Ярославская область,2018,,,,177.0,180.0,56.0,1930.0,15,43,2343.0
Ярославская область,2019,,,,163.0,167.0,48.0,1917.0,15,41,2295.0
Ярославская область,2020,,,,149.0,149.0,45.0,1754.0,16,41,2097.0
Ярославская область,2021,,,,127.0,126.0,34.0,1591.0,14,35,1878.0
Ярославская область,2022,,,,122.0,120.0,29.0,1430.0,12,31,1701.0
Ярославская область,2023,,,,129.0,138.0,37.0,1472.0,11,32,1776.0
Ярославская область,2024,,,,144.0,138.0,36.0,1705.0,14,35,2023.0
